Student_ID,Student_Name,Gender,Age,Attendance (%),GPA (last semester),Study_Hours/week,Participation (%),Assignments_Score,Midterm_Score,Final_Score,Internet_Access,Part_time_Job,Dropout_Risk,Average_Score,GPA_Level
SML0493,Kiara Kumar,Male,20,64.0,5.51,14.3,42.0,47.0,75.0,57.0,Yes,No,No,59.666666666666664,Medium
SAI0494,Aarav Rao,Male,17,74.0,7.85,17.5,54.0,80.0,81.0,67.0,Yes,Yes,No,76.0,High
SML0495,Diya Verma,Male,18,72.0,6.5,16.3,40.0,70.0,73.0,60.0,No,No,No,67.66666666666667,Medium
SCS0496,Arjun Gupta,Male,21,93.0,6.49,23.9,43.0,67.0,69.0,64.0,Yes,No,No,66.66666666666667,Medium
SAI0497,Myra Singh,Female,24,60.0,6.11,8.5,33.0,66.0,73.0,49.0,No,Yes,No,62.666666666666664,Medium
SML0498,Sai Gupta,Male,22,71.0,6.69,12.4,44.0,71.0,61.0,52.0,No,No,No,61.333333333333336,Medium
SCS0499,Aarav Singh,Other,22,68.0,7.49,25.6,42.0,57.0,88.0,79.0,Yes,No,No,74.66666666666667,Medium
SAI0500,Myra Rao,Other,20,56.0,5.46,18.7,30.0,61.0,68.0,42.0,Yes,No,No,57.0,Medium
SDS0501,Sai Verma,Female,18,62.0,5.71,12.5,36.0,50.0,70.0,45.0,No,No,No,55.0,Medium
SDS0502,Aarav Reddy,Female,19,63.0,6.14,19.6,38.0,50.0,53.0,47.0,Yes,No,No,50.0,Medium
SDS0503,Kiara Gupta,Male,22,40.0,4.88,13.9,28.0,38.0,47.0,48.0,Yes,No,No,44.333333333333336,Medium
SCS0504,Aarav Jain,Female,22,57.0,5.52,21.3,39.0,60.0,58.0,69.0,Yes,No,No,62.333333333333336,Medium
SML0505,Aditya Reddy,Female,21,74.0,5.93,15.2,41.0,57.0,43.0,82.0,Yes,No,No,60.666666666666664,Medium
SAI0506,Sai Mehta,Male,22,80.0,7.55,24.0,48.0,59.0,95.0,65.0,Yes,No,No,73.0,High
SML0507,Anaya Rao,Female,22,78.0,6.82,30.2,47.0,73.0,68.0,100.0,Yes,No,No,80.33333333333333,Medium
SCS0508,Kiara Jain,Female,17,65.0,6.73,19.8,38.0,53.0,71.0,52.0,Yes,No,No,58.666666666666664,Medium
SML0509,Anaya Sharma,Female,22,83.0,7.52,19.0,51.0,77.0,68.0,91.0,Yes,No,No,78.66666666666667,High
SCS0510,Sai Singh,Female,21,66.0,6.34,19.5,42.0,66.0,47.0,53.0,Yes,No,No,55.333333333333336,Medium
SAI0511,Kiara Jain,Female,24,60.0,6.97,15.6,36.0,79.0,62.0,57.0,Yes,No,No,66.0,Medium
SDS0512,Anaya Sharma,Male,25,67.0,6.38,27.9,47.0,82.0,66.0,53.0,Yes,No,No,67.0,Medium
SAI0513,Ishita Sharma,Female,22,58.0,6.82,17.9,38.0,55.0,76.0,67.0,Yes,No,No,66.0,Medium
SAI0514,Myra Gupta,Female,20,52.0,5.8,13.1,37.0,57.0,60.0,67.0,Yes,No,No,61.333333333333336,Medium
SAI0515,Sai Mehta,Male,19,40.0,3.57,4.8,30.0,33.0,40.0,46.0,No,Yes,Yes,39.666666666666664,Low
SDS0516,Aditya Sharma,Male,17,66.0,6.34,21.3,46.0,68.0,59.0,49.0,Yes,No,No,58.666666666666664,Medium
SML0517,Kiara Patel,Male,23,70.0,8.21,24.9,52.0,84.0,88.0,67.0,Yes,No,No,79.66666666666667,High
SAI0518,Vivaan Reddy,Female,21,87.0,7.61,16.5,49.0,73.0,94.0,62.0,Yes,No,No,76.33333333333333,High
SAI0519,Arjun Jain,Other,20,82.0,7.66,22.0,55.0,72.0,85.0,75.0,Yes,No,No,77.33333333333333,High
SDS0520,Aarav Patel,Male,25,73.0,7.98,12.4,54.0,69.0,90.0,77.0,No,No,No,78.66666666666667,High
SML0521,Diya Mehta,Female,23,51.0,6.61,17.4,38.0,76.0,70.0,52.0,No,No,No,66.0,Medium
SAI0522,Ishita Kumar,Male,24,66.0,6.74,19.1,40.0,72.0,49.0,71.0,Yes,No,No,64.0,Medium
SAI0523,Aditya Sharma,Other,20,53.0,5.76,22.9,26.0,67.0,45.0,92.0,Yes,No,No,68.0,Medium
SAI0524,Kiara Rao,Female,24,62.0,6.12,11.4,41.0,58.0,67.0,54.0,Yes,No,No,59.666666666666664,Medium
SCS0525,Sai Patel,Female,20,69.0,7.24,11.7,46.0,66.0,72.0,66.0,Yes,Yes,No,68.0,Medium
SML0526,Vivaan Verma,Male,17,59.0,7.94,15.4,54.0,69.0,85.0,88.0,Yes,No,No,80.66666666666667,High
SDS0527,Anaya Mehta,Male,24,59.0,6.33,9.1,42.0,67.0,83.0,55.0,No,Yes,No,68.33333333333333,Medium
SDS0528,Aarav Jain,Male,17,57.0,5.96,21.6,45.0,49.0,68.0,70.0,Yes,No,No,62.333333333333336,Medium
SAI0529,Myra Gupta,Male,19,71.0,6.5,24.0,40.0,83.0,80.0,54.0,Yes,No,No,72.33333333333333,Medium
SML0530,Vivaan Verma,Female,23,65.0,7.22,19.7,52.0,59.0,73.0,100.0,Yes,No,No,77.33333333333333,Medium
SML0531,Arjun Patel,Female,19,64.0,4.77,18.0,31.0,50.0,38.0,53.0,Yes,No,No,47.0,Medium
SML0532,Diya Singh,Other,24,40.0,3.74,10.0,29.0,53.0,37.0,28.0,Yes,No,No,39.333333333333336,Low
SDS0533,Arjun Kumar,Other,21,72.0,5.84,14.1,33.0,64.0,49.0,50.0,No,No,No,54.333333333333336,Medium
SML0534,Vivaan Singh,Female,19,48.0,5.04,10.9,34.0,52.0,69.0,43.0,Yes,Yes,No,54.666666666666664,Medium
SAI0535,Aditya Reddy,Female,21,67.0,5.89,13.2,30.0,49.0,68.0,79.0,Yes,No,No,65.33333333333333,Medium
SCS0536,Arjun Mehta,Female,21,64.0,6.32,8.1,40.0,49.0,69.0,44.0,No,Yes,No,54.0,Medium
SCS0537,Sai Patel,Female,24,71.0,5.96,16.2,43.0,67.0,74.0,50.0,No,No,No,63.666666666666664,Medium
SML0538,Aditya Jain,Male,25,79.0,8.24,20.4,50.0,97.0,58.0,74.0,No,No,No,76.33333333333333,High
SAI0539,Vivaan Patel,Male,22,58.0,6.89,21.0,38.0,65.0,76.0,69.0,Yes,No,No,70.0,Medium
SML0540,Kiara Reddy,Male,19,83.0,6.86,17.6,51.0,57.0,53.0,65.0,Yes,No,No,58.333333333333336,Medium
SML0541,Aditya Singh,Female,18,71.0,7.25,17.3,46.0,48.0,72.0,50.0,Yes,No,No,56.666666666666664,Medium
SCS0542,Aditya Rao,Female,19,54.0,5.13,8.5,31.0,42.0,48.0,45.0,Yes,Yes,No,45.0,Medium
SDS0543,Myra Rao,Male,25,90.0,7.75,19.7,52.0,76.0,85.0,76.0,Yes,No,No,79.0,High
SML0544,Anaya Patel,Female,23,54.0,6.41,19.7,53.0,80.0,67.0,55.0,Yes,No,No,67.33333333333333,Medium
SDS0545,Sai Jain,Female,25,79.0,7.3,12.5,54.0,80.0,89.0,83.0,Yes,No,No,84.0,Medium
SML0546,Ishita Rao,Male,22,46.0,5.21,13.5,39.0,55.0,45.0,66.0,Yes,Yes,No,55.333333333333336,Medium
SAI0547,Arjun Gupta,Male,24,45.0,4.64,12.8,32.0,42.0,55.0,45.0,No,Yes,No,47.333333333333336,Medium
SML0548,Myra Verma,Female,25,76.0,7.48,15.1,50.0,69.0,77.0,78.0,Yes,No,No,74.66666666666667,Medium
SAI0549,Kiara Reddy,Female,19,55.0,6.95,14.4,31.0,84.0,50.0,37.0,Yes,Yes,No,57.0,Medium
SAI0550,Ishita Reddy,Female,23,46.0,5.42,14.7,31.0,56.0,43.0,48.0,Yes,No,No,49.0,Medium
SML0551,Ishita Singh,Female,25,68.0,5.46,8.0,35.0,34.0,53.0,70.0,Yes,No,No,52.333333333333336,Medium
SDS0552,Sai Rao,Female,18,87.0,7.85,21.4,43.0,72.0,92.0,72.0,Yes,No,No,78.66666666666667,High
SAI0553,Arjun Rao,Female,23,50.0,5.07,8.2,27.0,42.0,56.0,40.0,Yes,No,No,46.0,Medium
SML0554,Anaya Rao,Female,21,87.0,8.47,26.5,46.0,79.0,71.0,100.0,Yes,No,No,83.33333333333333,High
SML0555,Diya Rao,Female,24,51.0,5.42,25.2,35.0,60.0,53.0,81.0,Yes,No,No,64.66666666666667,Medium
SCS0556,Diya Jain,Male,20,86.0,7.27,13.9,53.0,72.0,97.0,80.0,Yes,Yes,No,83.0,Medium
SDS0557,Vivaan Singh,Male,17,59.0,6.11,17.9,45.0,60.0,62.0,78.0,Yes,No,No,66.66666666666667,Medium
SAI0558,Aditya Sharma,Male,24,75.0,7.22,14.4,49.0,85.0,68.0,39.0,Yes,Yes,No,64.0,Medium
SDS0559,Diya Mehta,Female,22,70.0,5.85,19.8,35.0,52.0,64.0,47.0,Yes,No,No,54.333333333333336,Medium
SML0560,Myra Mehta,Female,24,55.0,6.3,9.4,30.0,82.0,72.0,56.0,Yes,Yes,No,70.0,Medium
SAI0561,Ishita Jain,Female,19,81.0,6.55,18.8,36.0,59.0,60.0,62.0,Yes,No,No,60.333333333333336,Medium
SDS0562,Aditya Jain,Male,24,40.0,5.3,8.9,26.0,54.0,59.0,46.0,No,No,No,53.0,Medium
SAI0563,Diya Gupta,Male,24,90.0,7.39,17.4,46.0,71.0,70.0,36.0,Yes,No,No,59.0,Medium
SAI0564,Arjun Rao,Male,17,55.0,5.88,9.6,37.0,60.0,67.0,65.0,Yes,No,No,64.0,Medium
SML0565,Aarav Patel,Male,20,60.0,6.23,19.7,35.0,67.0,64.0,70.0,Yes,Yes,No,67.0,Medium
SCS0566,Kiara Sharma,Female,23,40.0,5.31,9.1,34.0,57.0,59.0,77.0,No,No,No,64.33333333333333,Medium
SCS0567,Aditya Singh,Male,17,40.0,3.43,11.3,22.0,27.0,25.0,22.0,No,No,No,24.666666666666668,Low
SML0568,Anaya Jain,Male,19,52.0,6.27,14.0,39.0,51.0,53.0,50.0,No,Yes,No,51.333333333333336,Medium
SCS0569,Diya Sharma,Female,19,88.0,9.4,22.9,66.0,100.0,100.0,54.0,Yes,No,No,84.66666666666667,High
SML0570,Vivaan Singh,Male,22,73.0,7.44,19.3,42.0,70.0,73.0,70.0,Yes,No,No,71.0,Medium
SML0571,Sai Jain,Female,21,74.0,6.48,12.4,46.0,72.0,68.0,78.0,Yes,Yes,No,72.66666666666667,Medium
SDS0572,Vivaan Gupta,Female,23,64.0,6.18,16.5,40.0,46.0,58.0,53.0,No,No,No,52.333333333333336,Medium
SML0573,Sai Kumar,Male,19,68.0,6.53,24.0,41.0,62.0,76.0,97.0,Yes,No,No,78.33333333333333,Medium
SDS0574,Vivaan Verma,Female,17,61.0,7.16,14.0,49.0,70.0,64.0,68.0,Yes,No,No,67.33333333333333,Medium
SCS0575,Vivaan Reddy,Female,19,42.0,5.08,18.6,36.0,56.0,49.0,53.0,Yes,No,No,52.666666666666664,Medium
SDS0576,Vivaan Kumar,Female,24,96.0,7.84,27.1,49.0,51.0,88.0,58.0,Yes,No,No,65.66666666666667,High
SML0577,Ishita Gupta,Male,21,66.0,7.36,14.3,46.0,75.0,88.0,78.0,Yes,No,No,80.33333333333333,Medium
SAI0578,Anaya Jain,Female,19,90.0,7.36,11.1,52.0,62.0,67.0,44.0,Yes,No,No,57.666666666666664,Medium
SCS0579,Kiara Kumar,Female,24,68.0,7.03,19.1,44.0,74.0,94.0,81.0,Yes,No,No,83.0,Medium
SDS0580,Sai Verma,Male,22,65.0,6.52,13.6,45.0,55.0,69.0,76.0,No,No,No,66.66666666666667,Medium
SAI0581,Sai Kumar,Male,19,84.0,7.31,27.6,51.0,65.0,61.0,93.0,Yes,No,No,73.0,Medium
SML0582,Vivaan Patel,Other,21,85.0,7.21,18.2,58.0,69.0,77.0,57.0,No,No,No,67.66666666666667,Medium
SAI0583,Aditya Jain,Female,17,60.0,6.08,11.2,32.0,50.0,56.0,63.0,No,No,No,56.333333333333336,Medium
SCS0584,Aarav Sharma,Male,22,54.0,5.81,8.8,37.0,53.0,63.0,67.0,No,Yes,No,61.0,Medium
SDS0585,Kiara Rao,Female,25,66.0,6.62,22.0,38.0,54.0,66.0,73.0,Yes,No,No,64.33333333333333,Medium
SCS0586,Diya Sharma,Male,23,87.0,8.36,18.0,58.0,65.0,84.0,71.0,Yes,No,No,73.33333333333333,High
SCS0587,Aarav Sharma,Male,24,59.0,5.01,12.8,26.0,60.0,39.0,14.0,Yes,Yes,No,37.666666666666664,Medium
SAI0588,Vivaan Kumar,Male,22,47.0,4.74,16.6,33.0,34.0,59.0,53.0,Yes,No,No,48.666666666666664,Medium
SCS0589,Anaya Patel,Male,21,73.0,6.7,14.3,41.0,65.0,53.0,65.0,No,No,No,61.0,Medium
SML0590,Myra Jain,Male,22,82.0,6.56,16.2,41.0,73.0,52.0,57.0,Yes,No,No,60.666666666666664,Medium
SDS0591,Anaya Singh,Male,23,71.0,6.71,16.7,37.0,61.0,71.0,79.0,Yes,No,No,70.33333333333333,Medium
SCS0592,Aarav Gupta,Female,25,71.0,6.79,20.4,42.0,60.0,87.0,67.0,Yes,No,No,71.33333333333333,Medium
SML0593,Aditya Jain,Male,24,47.0,6.23,18.5,44.0,65.0,58.0,43.0,Yes,No,No,55.333333333333336,Medium
SAI0594,Vivaan Jain,Male,21,57.0,8.29,19.6,50.0,94.0,91.0,54.0,Yes,No,No,79.66666666666667,High
SCS0595,Aarav Patel,Female,23,50.0,4.58,11.8,33.0,34.0,59.0,29.0,Yes,No,No,40.666666666666664,Medium
SCS0596,Anaya Reddy,Male,24,54.0,5.51,11.9,44.0,54.0,65.0,91.0,Yes,No,No,70.0,Medium
SAI0597,Sai Singh,Female,17,59.0,6.38,8.6,42.0,46.0,60.0,75.0,No,No,No,60.333333333333336,Medium
SDS0598,Kiara Kumar,Male,24,48.0,4.53,12.6,27.0,41.0,32.0,48.0,No,No,No,40.333333333333336,Medium
SDS0599,Sai Gupta,Male,23,62.0,6.29,25.2,43.0,63.0,36.0,60.0,Yes,No,No,53.0,Medium
SAI0600,Aarav Kumar,Male,18,96.0,8.49,16.8,54.0,76.0,82.0,81.0,Yes,No,No,79.66666666666667,High
SCS0601,Sai Singh,Male,18,66.0,6.53,12.4,40.0,61.0,79.0,83.0,No,Yes,No,74.33333333333333,Medium
SAI0602,Vivaan Patel,Male,22,60.0,6.78,12.6,35.0,54.0,54.0,60.0,Yes,No,No,56.0,Medium
SAI0603,Vivaan Patel,Male,19,60.0,4.99,16.1,39.0,51.0,58.0,59.0,Yes,No,No,56.0,Medium
SDS0604,Sai Singh,Male,17,55.0,5.76,16.6,35.0,68.0,46.0,52.0,Yes,Yes,No,55.333333333333336,Medium
SAI0605,Vivaan Gupta,Male,24,66.0,6.05,14.3,41.0,50.0,62.0,90.0,No,No,No,67.33333333333333,Medium
SML0606,Diya Kumar,Male,23,56.0,6.12,10.7,34.0,55.0,70.0,72.0,Yes,No,No,65.66666666666667,Medium
SAI0607,Aarav Reddy,Male,20,74.0,8.04,20.6,53.0,85.0,72.0,99.0,Yes,No,No,85.33333333333333,High
SML0608,Aarav Jain,Male,17,73.0,7.17,10.1,43.0,84.0,74.0,63.0,No,Yes,No,73.66666666666667,Medium
SDS0609,Anaya Mehta,Female,18,52.0,5.17,13.6,33.0,37.0,47.0,68.0,No,No,No,50.666666666666664,Medium
SDS0610,Arjun Verma,Female,25,73.0,6.8,21.3,49.0,66.0,76.0,63.0,Yes,No,No,68.33333333333333,Medium
SCS0611,Ishita Patel,Male,20,68.0,7.1,11.5,50.0,74.0,74.0,73.0,No,Yes,No,73.66666666666667,Medium
SML0612,Kiara Rao,Female,19,60.0,7.87,12.0,48.0,78.0,79.0,100.0,Yes,Yes,No,85.66666666666667,High
SAI0613,Kiara Kumar,Female,24,80.0,8.4,28.9,45.0,59.0,100.0,68.0,Yes,No,No,75.66666666666667,High
SDS0614,Aditya Kumar,Male,20,61.0,5.28,10.1,50.0,58.0,61.0,56.0,No,No,No,58.333333333333336,Medium
SCS0615,Sai Jain,Female,23,52.0,5.53,19.5,44.0,70.0,47.0,62.0,Yes,No,No,59.666666666666664,Medium
SAI0616,Sai Patel,Female,21,47.0,4.99,11.7,36.0,51.0,49.0,58.0,No,No,No,52.666666666666664,Medium
SML0617,Diya Singh,Male,21,72.0,6.22,14.7,38.0,52.0,61.0,55.0,Yes,No,No,56.0,Medium
SML0618,Sai Singh,Male,22,63.0,7.06,19.8,44.0,65.0,72.0,100.0,Yes,No,No,79.0,Medium
SDS0619,Anaya Kumar,Female,20,61.0,7.68,14.8,45.0,95.0,100.0,57.0,No,No,No,84.0,High
SDS0620,Vivaan Singh,Female,18,62.0,6.41,16.7,48.0,73.0,69.0,86.0,Yes,No,No,76.0,Medium
SML0621,Anaya Kumar,Male,22,56.0,6.12,13.4,40.0,68.0,37.0,79.0,No,Yes,No,61.333333333333336,Medium
SML0622,Aditya Reddy,Male,21,57.0,6.68,10.1,38.0,70.0,60.0,95.0,No,No,No,75.0,Medium
SML0623,Ishita Mehta,Male,19,53.0,5.5,15.4,33.0,48.0,32.0,31.0,Yes,No,No,37.0,Medium
SAI0624,Aarav Singh,Female,20,95.0,9.01,21.2,65.0,88.0,86.0,77.0,Yes,No,No,83.66666666666667,High
SML0625,Vivaan Rao,Female,19,46.0,4.57,10.6,38.0,45.0,22.0,68.0,No,No,No,45.0,Medium
SAI0626,Myra Gupta,Male,19,70.0,6.72,10.8,52.0,73.0,57.0,39.0,Yes,No,No,56.333333333333336,Medium
SCS0627,Diya Singh,Male,20,100.0,8.93,30.3,63.0,100.0,71.0,65.0,Yes,No,No,78.66666666666667,High
SAI0628,Diya Gupta,Female,18,62.0,6.51,20.7,41.0,76.0,70.0,58.0,Yes,No,No,68.0,Medium
SCS0629,Vivaan Mehta,Male,20,66.0,6.27,20.5,25.0,49.0,63.0,66.0,Yes,No,No,59.333333333333336,Medium
SCS0630,Aarav Verma,Male,18,56.0,6.07,13.7,40.0,63.0,64.0,85.0,Yes,No,No,70.66666666666667,Medium
SCS0631,Aarav Reddy,Female,24,54.0,6.28,7.1,40.0,70.0,62.0,60.0,No,Yes,No,64.0,Medium
SAI0632,Anaya Rao,Female,21,76.0,8.15,30.1,53.0,88.0,65.0,72.0,Yes,No,No,75.0,High
SAI0633,Aditya Singh,Female,23,40.0,3.85,9.3,25.0,32.0,45.0,43.0,No,Yes,No,40.0,Low
SML0634,Aditya Patel,Female,20,87.0,8.34,17.1,48.0,100.0,100.0,90.0,Yes,No,No,96.66666666666667,High
SAI0635,Aditya Sharma,Male,22,71.0,4.79,14.1,37.0,35.0,53.0,55.0,Yes,No,No,47.666666666666664,Medium
SAI0636,Ishita Mehta,Male,20,55.0,6.18,21.3,42.0,51.0,57.0,59.0,Yes,No,No,55.666666666666664,Medium
SAI0637,Anaya Mehta,Female,22,56.0,5.98,14.8,42.0,62.0,43.0,31.0,Yes,No,No,45.333333333333336,Medium
SCS0638,Vivaan Rao,Male,17,71.0,7.21,24.4,51.0,93.0,61.0,58.0,Yes,No,No,70.66666666666667,Medium
SML0639,Diya Sharma,Male,22,50.0,4.58,16.9,33.0,37.0,51.0,67.0,Yes,No,No,51.666666666666664,Medium
SDS0640,Aditya Gupta,Male,22,73.0,7.05,12.3,44.0,68.0,83.0,73.0,No,No,No,74.66666666666667,Medium
SDS0641,Diya Mehta,Male,18,100.0,8.93,19.0,59.0,100.0,92.0,84.0,Yes,No,No,92.0,High
SDS0642,Ishita Singh,Male,25,40.0,4.86,16.9,31.0,48.0,58.0,65.0,Yes,No,No,57.0,Medium
SML0643,Myra Verma,Male,22,43.0,6.73,3.3,41.0,64.0,76.0,50.0,Yes,Yes,No,63.333333333333336,Medium
SDS0644,Anaya Rao,Male,23,52.0,5.71,13.5,41.0,63.0,63.0,54.0,No,No,No,60.0,Medium
SCS0645,Myra Patel,Male,18,81.0,7.01,10.4,50.0,73.0,62.0,72.0,No,No,No,69.0,Medium
SML0646,Anaya Sharma,Female,18,50.0,6.52,13.9,50.0,76.0,67.0,59.0,No,No,No,67.33333333333333,Medium
SAI0647,Diya Sharma,Female,18,40.0,5.73,12.8,46.0,70.0,47.0,59.0,No,Yes,No,58.666666666666664,Medium
SCS0648,Arjun Kumar,Female,25,77.0,7.09,15.9,47.0,74.0,71.0,68.0,Yes,Yes,No,71.0,Medium
SDS0649,Vivaan Singh,Female,19,89.0,8.67,18.9,38.0,90.0,91.0,66.0,Yes,No,No,82.33333333333333,High
SDS0650,Aditya Kumar,Female,20,52.0,6.27,10.2,45.0,65.0,83.0,65.0,Yes,No,No,71.0,Medium
SAI0651,Aarav Reddy,Male,17,64.0,7.36,29.9,44.0,79.0,58.0,54.0,Yes,No,No,63.666666666666664,Medium
SDS0652,Sai Mehta,Female,17,40.0,4.95,21.7,27.0,50.0,55.0,52.0,Yes,No,No,52.333333333333336,Medium
SDS0653,Diya Patel,Female,20,55.0,5.35,7.6,33.0,54.0,71.0,74.0,No,Yes,No,66.33333333333333,Medium
SCS0654,Vivaan Patel,Female,18,64.0,7.07,25.6,43.0,83.0,80.0,66.0,Yes,No,No,76.33333333333333,Medium
SAI0655,Diya Kumar,Male,24,88.0,8.28,18.7,58.0,98.0,93.0,65.0,Yes,No,No,85.33333333333333,High
SDS0656,Kiara Kumar,Male,20,41.0,6.93,18.0,33.0,54.0,76.0,67.0,Yes,No,No,65.66666666666667,Medium
SCS0657,Arjun Patel,Male,19,53.0,6.12,15.0,33.0,61.0,77.0,49.0,Yes,No,No,62.333333333333336,Medium
SAI0658,Aditya Mehta,Male,19,54.0,6.5,12.9,42.0,58.0,52.0,74.0,No,No,No,61.333333333333336,Medium
SML0659,Vivaan Reddy,Female,22,47.0,5.0,17.4,35.0,47.0,33.0,48.0,Yes,Yes,No,42.666666666666664,Medium
SCS0660,Sai Verma,Female,22,67.0,7.23,18.7,49.0,76.0,72.0,98.0,Yes,No,No,82.0,Medium
SDS0661,Vivaan Jain,Male,22,84.0,7.56,16.5,46.0,82.0,50.0,93.0,Yes,No,No,75.0,High
SML0662,Aarav Kumar,Other,22,41.0,5.96,8.4,31.0,58.0,74.0,57.0,Yes,No,No,63.0,Medium
SDS0663,Aarav Gupta,Female,24,60.0,5.94,10.4,36.0,40.0,74.0,70.0,No,Yes,No,61.333333333333336,Medium
SDS0664,Myra Sharma,Male,24,74.0,6.82,8.8,46.0,59.0,63.0,62.0,Yes,No,No,61.333333333333336,Medium
SAI0665,Aarav Reddy,Male,25,78.0,5.98,15.0,49.0,69.0,55.0,60.0,No,Yes,No,61.333333333333336,Medium
SML0666,Anaya Reddy,Male,17,59.0,6.42,10.1,31.0,37.0,63.0,59.0,No,Yes,No,53.0,Medium
SDS0667,Anaya Patel,Male,24,93.0,9.02,21.2,58.0,100.0,91.0,100.0,Yes,No,No,97.0,High
SML0668,Myra Gupta,Male,21,44.0,6.2,22.4,31.0,67.0,64.0,84.0,Yes,No,No,71.66666666666667,Medium
SCS0669,Aarav Sharma,Male,19,40.0,6.07,21.2,28.0,74.0,67.0,73.0,Yes,No,No,71.33333333333333,Medium
SML0670,Kiara Jain,Male,19,66.0,5.72,14.1,43.0,55.0,55.0,71.0,Yes,No,No,60.333333333333336,Medium
SAI0671,Aditya Singh,Male,22,74.0,7.39,18.0,51.0,53.0,85.0,88.0,Yes,No,No,75.33333333333333,Medium
SCS0672,Aarav Singh,Female,24,75.0,6.28,25.1,45.0,67.0,68.0,71.0,Yes,No,No,68.66666666666667,Medium
SCS0673,Anaya Verma,Male,18,43.0,5.72,16.9,40.0,70.0,50.0,40.0,Yes,No,No,53.333333333333336,Medium
SDS0674,Myra Singh,Female,25,86.0,8.09,18.6,51.0,90.0,97.0,100.0,Yes,No,No,95.66666666666667,High
SAI0675,Anaya Kumar,Male,21,100.0,8.2,13.4,54.0,75.0,66.0,100.0,Yes,Yes,No,80.33333333333333,High
SDS0676,Aditya Verma,Other,21,62.0,5.78,16.4,49.0,59.0,57.0,54.0,Yes,No,No,56.666666666666664,Medium
SCS0677,Diya Gupta,Male,17,45.0,4.26,14.8,27.0,37.0,54.0,37.0,Yes,No,No,42.666666666666664,Low
SCS0678,Anaya Mehta,Male,22,77.0,7.71,16.1,54.0,69.0,68.0,86.0,Yes,No,No,74.33333333333333,High
SML0679,Aarav Rao,Other,21,41.0,5.68,15.7,35.0,66.0,60.0,65.0,No,No,No,63.666666666666664,Medium
SML0680,Aarav Reddy,Female,23,88.0,7.45,16.8,41.0,63.0,81.0,71.0,Yes,No,No,71.66666666666667,Medium
SAI0681,Arjun Sharma,Female,23,40.0,4.14,9.4,16.0,32.0,31.0,23.0,Yes,Yes,No,28.666666666666668,Low
SCS0682,Sai Kumar,Male,20,81.0,7.57,6.5,47.0,65.0,75.0,80.0,No,No,No,73.33333333333333,High
SML0683,Myra Sharma,Male,21,40.0,5.05,11.5,37.0,36.0,49.0,59.0,No,No,No,48.0,Medium
SAI0684,Myra Verma,Female,24,62.0,7.38,23.3,50.0,75.0,67.0,85.0,Yes,No,No,75.66666666666667,Medium
SAI0685,Myra Verma,Female,18,80.0,6.52,13.1,49.0,77.0,93.0,70.0,Yes,Yes,No,80.0,Medium
SAI0686,Myra Rao,Female,17,50.0,5.36,13.7,29.0,52.0,44.0,49.0,Yes,No,No,48.333333333333336,Medium
SML0687,Anaya Patel,Female,22,75.0,6.01,11.2,49.0,45.0,72.0,75.0,Yes,Yes,No,64.0,Medium
SAI0688,Myra Sharma,Male,20,72.0,7.32,20.1,43.0,82.0,69.0,74.0,Yes,No,No,75.0,Medium
SML0689,Diya Reddy,Female,19,48.0,6.63,15.5,41.0,83.0,53.0,59.0,Yes,No,No,65.0,Medium
SAI0690,Kiara Mehta,Male,23,81.0,7.2,13.3,48.0,66.0,73.0,69.0,Yes,Yes,No,69.33333333333333,Medium
SML0691,Diya Jain,Male,24,83.0,8.87,28.8,56.0,84.0,97.0,63.0,Yes,No,No,81.33333333333333,High
SML0692,Aditya Kumar,Male,20,53.0,4.62,16.2,38.0,51.0,57.0,43.0,No,No,No,50.333333333333336,Medium
SAI0693,Sai Reddy,Female,22,85.0,8.44,18.1,51.0,100.0,100.0,95.0,Yes,No,No,98.33333333333333,High
SAI0694,Anaya Verma,Male,18,51.0,6.63,19.1,34.0,61.0,100.0,71.0,Yes,No,No,77.33333333333333,Medium
SDS0695,Aarav Kumar,Male,24,56.0,5.42,16.2,36.0,41.0,57.0,77.0,Yes,No,No,58.333333333333336,Medium
SML0696,Ishita Jain,Female,22,71.0,4.9,15.5,33.0,55.0,41.0,45.0,No,No,No,47.0,Medium
SCS0697,Ishita Gupta,Male,25,68.0,6.27,7.2,58.0,71.0,68.0,70.0,No,Yes,No,69.66666666666667,Medium
SDS0698,Aditya Rao,Female,22,75.0,7.61,24.0,53.0,76.0,73.0,88.0,Yes,No,No,79.0,High
SCS0699,Diya Jain,Male,22,74.0,6.35,13.0,41.0,58.0,75.0,99.0,Yes,No,No,77.33333333333333,Medium
SAI0700,Diya Rao,Female,18,85.0,8.31,19.0,49.0,93.0,68.0,85.0,No,No,No,82.0,High
SDS0701,Ishita Gupta,Female,21,50.0,4.76,25.1,22.0,53.0,76.0,32.0,Yes,No,No,53.666666666666664,Medium
SAI0702,Anaya Rao,Male,25,54.0,6.49,17.7,35.0,57.0,75.0,78.0,Yes,No,No,70.0,Medium
SCS0703,Kiara Jain,Male,17,52.0,5.0,10.6,33.0,50.0,30.0,78.0,No,Yes,No,52.666666666666664,Medium
SAI0704,Aarav Kumar,Male,20,80.0,6.94,6.3,54.0,56.0,61.0,65.0,No,No,No,60.666666666666664,Medium
SDS0705,Anaya Patel,Male,19,67.0,7.56,25.9,54.0,83.0,85.0,88.0,Yes,No,No,85.33333333333333,High
